knowledge-term.geo.security.value@en|Zero - AIs are black boxes|Content text for en locale
knowledge-term.geo.performance.label@de|Erfolgschance|Content text for de locale
knowledge-term.geo.performance.label@en|Success Rate|Content text for en locale
knowledge-term.geo.performance.value@de|Nur für Top 1% der Autoritäten|Content text for de locale
knowledge-term.geo.performance.value@en|Only for top 1% of authorities|Content text for en locale
knowledge-term.geo.compare.title@de|Bewertung|Content text for de locale
knowledge-term.geo.compare.title@en|Assessment|Content text for en locale
knowledge-term.geo.compare.subtitle@de|Brutale Wahrheit über GEO|Content text for de locale
knowledge-term.geo.compare.subtitle@en|Brutal truth about GEO|Content text for en locale
knowledge-term.geo.cons.title@de|Risiken|Content text for de locale
knowledge-term.geo.cons.title@en|Risks|Content text for en locale
knowledge-term.geo.cons.1@de|Keine Kontrolle über KI-Entscheidungen|Content text for de locale
knowledge-term.geo.cons.1@en|No control over AI decisions|Content text for en locale
knowledge-term.geo.cons.2@de|Massive Investition ohne Garantie|Content text for de locale
knowledge-term.geo.cons.2@en|Massive investment without guarantee|Content text for en locale
knowledge-term.geo.cons.3@de|Rich-get-Richer-Effekt verstärkt sich|Content text for de locale
knowledge-term.geo.cons.3@en|Rich-get-richer effect intensifies|Content text for en locale
knowledge-term.geo.cons.4@de|Trainingsdaten-Updates unvorhersehbar|Content text for de locale
knowledge-term.geo.cons.4@en|Training data updates unpredictable|Content text for en locale
knowledge-term.geo.cons.5@de|99% werden scheitern|Content text for de locale
knowledge-term.geo.cons.5@en|99% will fail|Content text for en locale
knowledge-term.geo.pros.title@de|Chancen|Content text for de locale
knowledge-term.geo.pros.title@en|Opportunities|Content text for en locale
knowledge-term.geo.pros.1@de|Direkte Präsenz in KI-Antworten|Content text for de locale
knowledge-term.geo.pros.1@en|Direct presence in AI answers|Content text for en locale
knowledge-term.geo.pros.2@de|Umgeht traditionelle Suchmaschinen|Content text for de locale
knowledge-term.geo.pros.2@en|Bypasses traditional search engines|Content text for en locale
knowledge-term.geo.pros.3@de|Etabliert dauerhafte Autorität|Content text for de locale
knowledge-term.geo.pros.3@en|Establishes lasting authority|Content text for en locale
knowledge-term.geo.pros.4@de|First-Mover können dominieren|Content text for de locale
knowledge-term.geo.pros.4@en|First movers can dominate|Content text for en locale
knowledge-term.geo.pros.5@de|Zukunft der digitalen Präsenz|Content text for de locale
knowledge-term.geo.pros.5@en|Future of digital presence|Content text for en locale
knowledge-term.geo@de|GEO|Index display name
knowledge-term.geo@en|GEO|Index display name
key|value|comment
knowledge-term.lost-in-the-middle.title@de|Lost in the Middle|Content text for de locale
knowledge-term.lost-in-the-middle.title@en|Lost in the Middle|Content text for en locale
knowledge-term.lost-in-the-middle.category.label@de|Kategorie|Content text for de locale
knowledge-term.lost-in-the-middle.category.label@en|Category|Content text for en locale
knowledge-term.lost-in-the-middle.category.value@de|KI-Limitation|Content text for de locale
knowledge-term.lost-in-the-middle.category.value@en|AI Limitation|Content text for en locale
knowledge-term.lost-in-the-middle.stable.label@de|Status|Content text for de locale
knowledge-term.lost-in-the-middle.stable.label@en|Status|Content text for en locale
knowledge-term.lost-in-the-middle.stable.value@de|Bestätigt|Content text for de locale
knowledge-term.lost-in-the-middle.stable.value@en|Confirmed|Content text for en locale
knowledge-term.lost-in-the-middle.creator.label@de|Entdeckt von|Content text for de locale
knowledge-term.lost-in-the-middle.creator.label@en|Discovered by|Content text for en locale
knowledge-term.lost-in-the-middle.creator.value@de|Stanford (2023)|Content text for de locale
knowledge-term.lost-in-the-middle.creator.value@en|Stanford (2023)|Content text for en locale
knowledge-term.lost-in-the-middle.project.label@de|Betrifft|Content text for de locale
knowledge-term.lost-in-the-middle.project.label@en|Affects|Content text for en locale
knowledge-term.lost-in-the-middle.project.value@de|Alle LLMs|Content text for de locale
knowledge-term.lost-in-the-middle.project.value@en|All LLMs|Content text for en locale
knowledge-term.lost-in-the-middle.description@de|Lost in the Middle ist das Phänomen, dass Large Language Models (LLMs) Informationen in der Mitte langer Kontexte schlechter verarbeiten als am Anfang oder Ende. Studien zeigen: Bei 128k Token Kontext sinkt die Retrieval-Genauigkeit in der Mitte auf unter 20%. Das betrifft alle modernen KIs - GPT-4, Claude, Gemini. Die U-förmige Aufmerksamkeitskurve ist universal. Kritische Informationen gehören ans Ende oder den Anfang, niemals in die Mitte.|Content text for de locale
knowledge-term.lost-in-the-middle.description@en|Lost in the Middle is the phenomenon where Large Language Models (LLMs) process information in the middle of long contexts worse than at the beginning or end. Studies show: With 128k token context, retrieval accuracy in the middle drops below 20%. This affects all modern AIs - GPT-4, Claude, Gemini. The U-shaped attention curve is universal. Critical information belongs at the end or beginning, never in the middle.|Content text for en locale
knowledge-term.lost-in-the-middle.enterprise@de|Die Implikationen sind massiv: Lange Dokumentationen, umfangreiche Prompts und Context-Stuffing funktionieren nicht wie erwartet. Unternehmen, die KI-Systeme mit riesigen Kontexten füttern, verschenken Genauigkeit. Die Lösung: Strukturierung in kleinere Chunks, wichtigste Informationen ans Ende, iterative Verarbeitung statt Mega-Prompts. Wer das ignoriert, erhält unzuverlässige KI-Outputs. Die 200k-Token-Versprechen der Anbieter sind Marketing-Bluff.|Content text for de locale
knowledge-term.lost-in-the-middle.enterprise@en|The implications are massive: Long documentation, extensive prompts, and context stuffing don't work as expected. Companies feeding AI systems with huge contexts are sacrificing accuracy. The solution: Structure into smaller chunks, most important information at the end, iterative processing instead of mega-prompts. Those who ignore this get unreliable AI outputs. The 200k token promises from providers are marketing bluff.|Content text for en locale
knowledge-term.lost-in-the-middle.syntax.label@de|Betroffener Bereich|Content text for de locale
knowledge-term.lost-in-the-middle.syntax.label@en|Affected Range|Content text for en locale
knowledge-term.lost-in-the-middle.syntax.value@de|20-80% des Kontexts|Content text for de locale
knowledge-term.lost-in-the-middle.syntax.value@en|20-80% of context|Content text for en locale
knowledge-term.lost-in-the-middle.security.label@de|Schweregrad|Content text for de locale
knowledge-term.lost-in-the-middle.security.label@en|Severity|Content text for en locale
knowledge-term.lost-in-the-middle.security.value@de|Kritisch für lange Dokumente|Content text for de locale
knowledge-term.lost-in-the-middle.security.value@en|Critical for long documents|Content text for en locale
knowledge-term.lost-in-the-middle.performance.label@de|Performance-Verlust|Content text for de locale
knowledge-term.lost-in-the-middle.performance.label@en|Performance Loss|Content text for en locale
knowledge-term.lost-in-the-middle.performance.value@de|Bis zu 80% Genauigkeitsverlust|Content text for de locale
knowledge-term.lost-in-the-middle.performance.value@en|Up to 80% accuracy loss|Content text for en locale
knowledge-term.lost-in-the-middle.compare.title@de|Bewertung|Content text for de locale
knowledge-term.lost-in-the-middle.compare.title@en|Assessment|Content text for en locale
knowledge-term.lost-in-the-middle.compare.subtitle@de|Praktische Auswirkungen verstehen|Content text for de locale
knowledge-term.lost-in-the-middle.compare.subtitle@en|Understanding practical impacts|Content text for en locale
knowledge-term.lost-in-the-middle.cons.title@de|Probleme|Content text for de locale
knowledge-term.lost-in-the-middle.cons.title@en|Problems|Content text for en locale
knowledge-term.lost-in-the-middle.cons.1@de|Lange Kontexte sind unzuverlässig|Content text for de locale
knowledge-term.lost-in-the-middle.cons.1@en|Long contexts are unreliable|Content text for en locale
knowledge-term.lost-in-the-middle.cons.2@de|Marketing-Versprechen sind irreführend|Content text for de locale
knowledge-term.lost-in-the-middle.cons.2@en|Marketing promises are misleading|Content text for en locale
knowledge-term.lost-in-the-middle.cons.3@de|Keine Lösung in Sicht|Content text for de locale
knowledge-term.lost-in-the-middle.cons.3@en|No solution in sight|Content text for en locale
knowledge-term.lost-in-the-middle.cons.4@de|Betrifft alle Modelle|Content text for de locale
knowledge-term.lost-in-the-middle.cons.4@en|Affects all models|Content text for en locale
knowledge-term.lost-in-the-middle.cons.5@de|Verschlechtert sich mit Kontextlänge|Content text for de locale
knowledge-term.lost-in-the-middle.cons.5@en|Worsens with context length|Content text for en locale
knowledge-term.lost-in-the-middle.pros.title@de|Workarounds|Content text for de locale
knowledge-term.lost-in-the-middle.pros.title@en|Workarounds|Content text for en locale
knowledge-term.lost-in-the-middle.pros.1@de|Wichtiges ans Ende platzieren|Content text for de locale
knowledge-term.lost-in-the-middle.pros.1@en|Place important at the end|Content text for en locale
knowledge-term.lost-in-the-middle.pros.2@de|Kleinere Chunks verwenden|Content text for de locale
knowledge-term.lost-in-the-middle.pros.2@en|Use smaller chunks|Content text for en locale
knowledge-term.lost-in-the-middle.pros.3@de|Iterative Verarbeitung|Content text for de locale
knowledge-term.lost-in-the-middle.pros.3@en|Iterative processing|Content text for en locale
knowledge-term.lost-in-the-middle.pros.4@de|Redundanz einbauen|Content text for de locale
knowledge-term.lost-in-the-middle.pros.4@en|Build in redundancy|Content text for en locale
knowledge-term.lost-in-the-middle.pros.5@de|Zusammenfassungen nutzen|Content text for de locale
knowledge-term.lost-in-the-middle.pros.5@en|Use summaries|Content text for en locale
knowledge-term.lost-in-the-middle@de|Lost in the Middle|Index display name
knowledge-term.lost-in-the-middle@en|Lost in the Middle|Index display name
key|value|comment
knowledge-term.api.title@de|API (Application Programming Interface)|Content text for de locale
knowledge-term.api.title@en|API (Application Programming Interface)|Content text for en locale
knowledge-term.api.category.label@de|Kategorie|Content text for de locale
knowledge-term.api.category.label@en|Category|Content text for en locale
knowledge-term.api.category.value@de|Software-Architektur|Content text for de locale
knowledge-term.api.category.value@en|Software Architecture|Content text for en locale
knowledge-term.api.stable.label@de|Konzept seit|Content text for de locale
knowledge-term.api.stable.label@en|Concept since|Content text for en locale
knowledge-term.api.stable.value@de|1960er Jahre|Content text for de locale
knowledge-term.api.stable.value@en|1960s|Content text for en locale
knowledge-term.api.creator.label@de|Ursprung|Content text for de locale
knowledge-term.api.creator.label@en|Origin|Content text for en locale
knowledge-term.api.creator.value@de|IBM System/360|Content text for de locale
knowledge-term.api.creator.value@en|IBM System/360|Content text for en locale
knowledge-term.api.project.label@de|Standards|Content text for de locale
knowledge-term.api.project.label@en|Standards|Content text for en locale
knowledge-term.api.project.value@de|"<a href=""https://www.openapis.org"" target=""_blank"">OpenAPI Specification</a>"|Content text for de locale
knowledge-term.api.project.value@en|"<a href=""https://www.openapis.org"" target=""_blank"">OpenAPI Specification</a>"|Content text for en locale
knowledge-term.api.description@de|API - die drei Buchstaben, die das moderne Internet zusammenhalten. Eine Schnittstelle definiert, wie Programme miteinander sprechen, ohne ihre Innereien zu kennen. Wie eine Steckdose: Du musst nicht wissen, wie Strom erzeugt wird, nur dass 230V rauskommen. REST-APIs dominieren das Web: GET /users/42 holt einen Nutzer, POST /users erstellt einen neuen. GraphQL versucht es eleganter, gRPC macht es binär und schneller. Die Realität: Die meisten APIs sind ein Chaos aus inkonsistenten Endpunkten, fehlender Dokumentation und Breaking Changes ohne Versionierung. Swagger/OpenAPI hilft, aber nur wenn Entwickler es pflegen. Diese Webseite hat bewusst keine öffentliche API - manchmal ist keine API die beste API.|Content text for de locale
knowledge-term.api.description@en|API - the three letters that hold the modern internet together. An interface defines how programs talk to each other without knowing their internals. Like a power outlet: you don't need to know how electricity is generated, just that 230V comes out. REST APIs dominate the web: GET /users/42 fetches a user, POST /users creates a new one. GraphQL tries to be more elegant, gRPC does it binary and faster. The reality: most APIs are a chaos of inconsistent endpoints, missing documentation, and breaking changes without versioning. Swagger/OpenAPI helps, but only if developers maintain it. This website deliberately has no public API - sometimes no API is the best API.|Content text for en locale
knowledge-term.api.enterprise@de|Jedes moderne Unternehmen hat APIs: Stripe (Payments), Twilio (SMS), AWS (Cloud), Google Maps (Geolocation). Die API-Economy ist Milliarden schwer. Ironisch: Die erfolgreichsten APIs (POSIX, Win32) sind die ältesten und stabilsten.|Content text for de locale
knowledge-term.api.enterprise@en|Every modern company has APIs: Stripe (Payments), Twilio (SMS), AWS (Cloud), Google Maps (Geolocation). The API economy is worth billions. Ironically: the most successful APIs (POSIX, Win32) are the oldest and most stable.|Content text for en locale
knowledge-term.api.compare.title@de|Bewertung|Content text for de locale
knowledge-term.api.compare.title@en|Assessment|Content text for en locale
knowledge-term.api.compare.subtitle@de|Ehrliche Einschätzung des Konzepts|Content text for de locale
knowledge-term.api.compare.subtitle@en|Honest assessment of the concept|Content text for en locale
knowledge-term.api.cons.title@de|Nachteile|Content text for de locale
knowledge-term.api.cons.title@en|Disadvantages|Content text for en locale
knowledge-term.api.cons.1@de|Versionierung ist die Hölle|Content text for de locale
knowledge-term.api.cons.1@en|Versioning is hell|Content text for en locale
knowledge-term.api.cons.2@de|Breaking Changes zerstören alles|Content text for de locale
knowledge-term.api.cons.2@en|Breaking changes destroy everything|Content text for en locale
knowledge-term.api.cons.3@de|Dokumentation meist veraltet|Content text for de locale
knowledge-term.api.cons.3@en|Documentation usually outdated|Content text for en locale
knowledge-term.api.cons.4@de|Rate Limiting nervt legitime Nutzer|Content text for de locale
knowledge-term.api.cons.4@en|Rate limiting annoys legitimate users|Content text for en locale
knowledge-term.api.cons.5@de|REST vs GraphQL vs gRPC Religionskriege|Content text for de locale
knowledge-term.api.cons.5@en|REST vs GraphQL vs gRPC religious wars|Content text for en locale
knowledge-term.api.pros.title@de|Vorteile|Content text for de locale
knowledge-term.api.pros.title@en|Advantages|Content text for en locale
knowledge-term.api.pros.1@de|Entkopplung von Systemen|Content text for de locale
knowledge-term.api.pros.1@en|Decoupling of systems|Content text for en locale
knowledge-term.api.pros.2@de|Plattformunabhängigkeit|Content text for de locale
knowledge-term.api.pros.2@en|Platform independence|Content text for en locale
knowledge-term.api.pros.3@de|Skalierbarkeit durch Instanzierung|Content text for de locale
knowledge-term.api.pros.3@en|Scalability through instantiation|Content text for en locale
knowledge-term.api.pros.4@de|Monetarisierung möglich|Content text for de locale
knowledge-term.api.pros.4@en|Monetization possible|Content text for en locale
knowledge-term.api.pros.5@de|Ökosystem-Bildung|Content text for de locale
knowledge-term.api.pros.5@en|Ecosystem formation|Content text for en locale
knowledge-term.api.syntax.label@de|Typen|Content text for de locale
knowledge-term.api.syntax.label@en|Types|Content text for en locale
knowledge-term.api.syntax.value@de|REST, GraphQL, gRPC, SOAP|Content text for de locale
knowledge-term.api.syntax.value@en|REST, GraphQL, gRPC, SOAP|Content text for en locale
knowledge-term.api.security.label@de|Sicherheit|Content text for de locale
knowledge-term.api.security.label@en|Security|Content text for en locale
knowledge-term.api.security.value@de|OAuth2, API Keys, JWT|Content text for de locale
knowledge-term.api.security.value@en|OAuth2, API Keys, JWT|Content text for en locale
knowledge-term.api.performance.label@de|Performance|Content text for de locale
knowledge-term.api.performance.label@en|Performance|Content text for en locale
knowledge-term.api.performance.value@de|Abhängig von Implementation|Content text for de locale
knowledge-term.api.performance.value@en|Depends on implementation|Content text for en locale
knowledge-term.api@de|API|Index display name
knowledge-term.api@en|API|Index display name
key|value|comment
knowledge-term.actix-web.title@de|Actix-Web|Content text for de locale
knowledge-term.actix-web.category.label@de|Kategorie|Content text for de locale
knowledge-term.actix-web.category.value@de|Web-Framework|Content text for de locale
knowledge-term.actix-web.stable.label@de|Stabil seit|Content text for de locale
knowledge-term.actix-web.stable.value@de|2018|Content text for de locale
knowledge-term.actix-web.creator.label@de|Erschaffer|Content text for de locale
knowledge-term.actix-web.creator.value@de|Nikolay Kim|Content text for de locale
knowledge-term.actix-web.project.label@de|Projekt|Content text for de locale
knowledge-term.actix-web.project.value@de|"<a href=""https://github.com/actix/actix-web"" target=""_blank"">GitHub-Projekt von Actix-Web</a>"|Content text for de locale
knowledge-term.actix-web.description@de|Actix-Web ist ein extrem schnelles, pragmatisches und Open-Source Web-Framework für Rust. Es basiert auf dem Actor-Modell und nutzt Tokio als asynchrone Runtime. In den TechEmpower-Benchmarks belegt es regelmäßig Spitzenplätze bei der Request-Verarbeitung und übertrifft etablierte Frameworks wie Node.js oder Go deutlich. Diese beeindruckende Performance verdankt es der Zero-Cost-Abstraction von Rust und der geschickten Nutzung von async/await. Das Framework bietet alles, was moderne Web-Anwendungen benötigen: Middleware-System, WebSockets, HTTP/2, TLS, Request-Router und automatische Deserialisierung. Besonders bemerkenswert ist die Type-Safety: Viele Fehler, die in anderen Sprachen erst zur Laufzeit auftreten, werden bereits beim Kompilieren erkannt. Diese Webseite läuft auf Actix-Web und beweist dessen Produktionsreife.|Content text for de locale
knowledge-term.actix-web.enterprise@de|Verwendet von Microsoft (Azure IoT), Cloudflare (Workers), Discord (Backend-Services), Dropbox (Magic Pocket Storage) und vielen Startups, die auf maximale Performance und Zuverlässigkeit setzen.|Content text for de locale
knowledge-term.actix-web.compare.title@de|Bewertung|Content text for de locale
knowledge-term.actix-web.compare.subtitle@de|Ehrliche Einschätzung der Technologie|Content text for de locale
knowledge-term.actix-web.cons.title@de|Nachteile|Content text for de locale
knowledge-term.actix-web.cons.1@de|Rust-Kenntnisse erforderlich|Content text for de locale
knowledge-term.actix-web.cons.2@de|Längere Kompilierungszeiten|Content text for de locale
knowledge-term.actix-web.cons.3@de|Kleinere Community als Node.js/Python|Content text for de locale
knowledge-term.actix-web.cons.4@de|Weniger Third-Party-Pakete|Content text for de locale
knowledge-term.actix-web.cons.5@de|Ownership-Konzept kann frustrierend sein|Content text for de locale
knowledge-term.actix-web.pros.title@de|Vorteile|Content text for de locale
knowledge-term.actix-web.pros.1@de|Beste Performance aller Web-Frameworks|Content text for de locale
knowledge-term.actix-web.pros.2@de|Memory-Safety ohne Garbage Collector|Content text for de locale
knowledge-term.actix-web.pros.3@de|Type-Safety verhindert viele Bugs|Content text for de locale
knowledge-term.actix-web.pros.4@de|Extrem niedrige Latenz und CPU-Nutzung|Content text for de locale
knowledge-term.actix-web.pros.5@de|Produktionsreif und battle-tested|Content text for de locale
knowledge-term.actix-web.syntax.label@de|Syntax|Content text for de locale
knowledge-term.actix-web.syntax.value@de|Rust mit async/await|Content text for de locale
knowledge-term.actix-web.security.label@de|Sicherheit|Content text for de locale
knowledge-term.actix-web.security.value@de|Sehr sicher (Memory-Safety durch Rust)|Content text for de locale
knowledge-term.actix-web.performance.label@de|Performance|Content text for de locale
knowledge-term.actix-web.performance.value@de|Weltklasse-Performance|Content text for de locale
knowledge-term.actix-web.title@en|Actix-Web|Content text for en locale
knowledge-term.actix-web.category.label@en|Category|Content text for en locale
knowledge-term.actix-web.category.value@en|Web Framework|Content text for en locale
knowledge-term.actix-web.stable.label@en|Stable since|Content text for en locale
knowledge-term.actix-web.stable.value@en|2018|Content text for en locale
knowledge-term.actix-web.creator.label@en|Creator|Content text for en locale
knowledge-term.actix-web.creator.value@en|Nikolay Kim|Content text for en locale
knowledge-term.actix-web.project.label@en|Project|Content text for en locale
knowledge-term.actix-web.project.value@en|"<a href=""https://github.com/actix/actix-web"" target=""_blank"">Actix-Web GitHub Project</a>"|Content text for en locale
knowledge-term.actix-web.description@en|Actix-Web is an extremely fast, pragmatic, and open-source web framework for Rust. It's based on the Actor model and uses Tokio as its asynchronous runtime. In TechEmpower benchmarks, it regularly ranks at the top for request processing, significantly outperforming established frameworks like Node.js or Go. This impressive performance is due to Rust's zero-cost abstraction and clever use of async/await. The framework offers everything modern web applications need: middleware system, WebSockets, HTTP/2, TLS, request router, and automatic deserialization. Particularly noteworthy is the type safety: many errors that occur at runtime in other languages are caught at compile time. This website runs on Actix-Web, proving its production readiness.|Content text for en locale
knowledge-term.actix-web.enterprise@en|Used by Microsoft (Azure IoT), Cloudflare (Workers), Discord (backend services), Dropbox (Magic Pocket Storage), and many startups that prioritize maximum performance and reliability.|Content text for en locale
knowledge-term.actix-web.compare.title@en|Assessment|Content text for en locale
knowledge-term.actix-web.compare.subtitle@en|Honest assessment of the technology|Content text for en locale
knowledge-term.actix-web.cons.title@en|Disadvantages|Content text for en locale
knowledge-term.actix-web.cons.1@en|Rust knowledge required|Content text for en locale
knowledge-term.actix-web.cons.2@en|Longer compilation times|Content text for en locale
knowledge-term.actix-web.cons.3@en|Smaller community than Node.js/Python|Content text for en locale
knowledge-term.actix-web.cons.4@en|Fewer third-party packages|Content text for en locale
knowledge-term.actix-web.cons.5@en|Ownership concept can be frustrating|Content text for en locale
knowledge-term.actix-web.pros.title@en|Advantages|Content text for en locale
knowledge-term.actix-web.pros.1@en|Best performance of all web frameworks|Content text for en locale
knowledge-term.actix-web.pros.2@en|Memory safety without garbage collector|Content text for en locale
knowledge-term.actix-web.pros.3@en|Type safety prevents many bugs|Content text for en locale
knowledge-term.actix-web.pros.4@en|Extremely low latency and CPU usage|Content text for en locale
knowledge-term.actix-web.pros.5@en|Production-ready and battle-tested|Content text for en locale
knowledge-term.actix-web.syntax.label@en|Syntax|Content text for en locale
knowledge-term.actix-web.syntax.value@en|Rust with async/await|Content text for en locale
knowledge-term.actix-web.security.label@en|Security|Content text for en locale
knowledge-term.actix-web.security.value@en|Very secure (memory safety through Rust)|Content text for en locale
knowledge-term.actix-web.performance.label@en|Performance|Content text for en locale
knowledge-term.actix-web.performance.value@en|World-class performance|Content text for en locale
knowledge-term.actix-web@de|Actix-Web|Index display name
knowledge-term.actix-web@en|Actix-Web|Index display name
key|value|comment
knowledge-term.seo.title@de|SEO|Content text for de locale
knowledge-term.seo.title@en|SEO|Content text for en locale
knowledge-term.seo.category.label@de|Kategorie|Content text for de locale
knowledge-term.seo.category.label@en|Category|Content text for en locale
knowledge-term.seo.category.value@de|Marketing-Konzept|Content text for de locale
knowledge-term.seo.category.value@en|Marketing Concept|Content text for en locale
knowledge-term.seo.stable.label@de|Status|Content text for de locale
knowledge-term.seo.stable.label@en|Status|Content text for en locale
knowledge-term.seo.stable.value@de|Am Sterben|Content text for de locale
knowledge-term.seo.stable.value@en|Dying|Content text for en locale
knowledge-term.seo.creator.label@de|Begründer|Content text for de locale
knowledge-term.seo.creator.label@en|Founder|Content text for en locale
knowledge-term.seo.creator.value@de|Google PageRank (1996)|Content text for de locale
knowledge-term.seo.creator.value@en|Google PageRank (1996)|Content text for en locale
knowledge-term.seo.project.label@de|Nachfolger|Content text for de locale
knowledge-term.seo.project.label@en|Successor|Content text for en locale
knowledge-term.seo.project.value@de|"<a href=""#"" class=""link"">AI-Antwort-Optimierung</a>"|Content text for de locale
knowledge-term.seo.project.value@en|"<a href=""#"" class=""link"">AI Answer Optimization</a>"|Content text for en locale
knowledge-term.seo.description@de|Traditionelles SEO stirbt. Die Ära des Keyword-Stuffings und Link-Farmings endet. Stand Q3 2025: 84% der Google-Suchen zeigen bereits KI-gestützte Overviews. Die Zukunft gehört AEO (Answer Engine Optimization): Inhalte werden für Featured Snippets und direkte KI-Antworten strukturiert - mit FAQ-Schema, klaren Absätzen und Frage-basierten Formaten. Parallel dazu entsteht GEO (Generative Engine Optimization): Die Optimierung dafür, dass ChatGPT, Claude und andere KIs deine Inhalte als vertrauenswürdige Quelle zitieren. Der Rich-get-Richer-Effekt verstärkt sich - wer jetzt nicht handelt, wird unsichtbar.|Content text for de locale
knowledge-term.seo.description@en|Traditional SEO is dying. The era of keyword stuffing and link farming is ending. As of Q3 2025: 84% of Google searches already show AI-powered overviews. The future belongs to AEO (Answer Engine Optimization): Content structured for featured snippets and direct AI answers - with FAQ schema, clear paragraphs and question-based formats. Simultaneously, GEO (Generative Engine Optimization) emerges: Optimizing for ChatGPT, Claude and other AIs to cite your content as a trusted source. The rich-get-richer effect intensifies - those who don't act now will become invisible.|Content text for en locale
knowledge-term.seo.enterprise@de|Die SEO-Industrie mit ihrem Milliardenmarkt an Beratern, Tools und Agenturen steht vor dem Kollaps. Unternehmen, die weiterhin in traditionelles SEO investieren, verschwenden Ressourcen. Die Zukunft heißt AI Visibility: Die Sichtbarkeit in KI-gestützten Plattformen wie ChatGPT, Claude, Gemini oder Perplexity - und in KI-Browsern wie Comet, die Webseiten in Echtzeit zusammenfassen und umschreiben. AI Visibility umfasst AEO (Answer Engine Optimization) und GEO (Generative Engine Optimization) - die Optimierung dafür, wie KI-Systeme Inhalte interpretieren und in ihre Antworten integrieren. Die Gewinner werden jene sein, die ihre Autorität in AI-Trainingsdaten etablieren.|Content text for de locale
knowledge-term.seo.enterprise@en|The SEO industry with its billion-dollar market of consultants, tools, and agencies faces collapse. Companies continuing to invest in traditional SEO are wasting resources. The future is AI Visibility: Being visible in AI-powered platforms like ChatGPT, Claude, Gemini, or Perplexity - and in AI browsers like Comet that summarize and rewrite websites in real-time. AI Visibility encompasses AEO (Answer Engine Optimization) and GEO (Generative Engine Optimization) - optimizing for how AI systems interpret content and integrate it into their answers. The winners will be those who establish their authority in AI training data.|Content text for en locale
knowledge-term.seo.syntax.label@de|Methodik|Content text for de locale
knowledge-term.seo.syntax.label@en|Methodology|Content text for en locale
knowledge-term.seo.syntax.value@de|Keywords, Backlinks, Meta-Tags (veraltet)|Content text for de locale
knowledge-term.seo.syntax.value@en|Keywords, Backlinks, Meta Tags (obsolete)|Content text for en locale
knowledge-term.seo.security.label@de|Manipulationsrisiko|Content text for de locale
knowledge-term.seo.security.label@en|Manipulation Risk|Content text for en locale
knowledge-term.seo.security.value@de|Extrem hoch (Black Hat SEO)|Content text for de locale
knowledge-term.seo.security.value@en|Extremely high (Black Hat SEO)|Content text for en locale
knowledge-term.seo.performance.label@de|ROI|Content text for de locale
knowledge-term.seo.performance.label@en|ROI|Content text for en locale
knowledge-term.seo.performance.value@de|Rapide sinkend|Content text for de locale
knowledge-term.seo.performance.value@en|Rapidly declining|Content text for en locale
knowledge-term.seo.cons.title@de|Nachteile traditionelles SEO|Content text for de locale
knowledge-term.seo.cons.title@en|Traditional SEO Disadvantages|Content text for en locale
knowledge-term.seo.cons.1@de|Google zeigt Antworten direkt, keine Klicks mehr|Content text for de locale
knowledge-term.seo.cons.1@en|Google shows answers directly, no more clicks|Content text for en locale
knowledge-term.seo.cons.2@de|AI-Systeme ignorieren SEO-Tricks komplett|Content text for de locale
knowledge-term.seo.cons.2@en|AI systems completely ignore SEO tricks|Content text for en locale
knowledge-term.seo.cons.3@de|Ranking-Algorithmen ändern sich ständig|Content text for de locale
knowledge-term.seo.cons.3@en|Ranking algorithms constantly changing|Content text for en locale
knowledge-term.seo.cons.4@de|Massive Konkurrenz um gleiche Keywords|Content text for de locale
knowledge-term.seo.cons.4@en|Massive competition for same keywords|Content text for en locale
knowledge-term.seo.cons.5@de|Zero-Click-Searches dominieren bereits|Content text for de locale
knowledge-term.seo.cons.5@en|Zero-click searches already dominate|Content text for en locale
knowledge-term.seo.pros.title@de|Vorteile AI-Optimierung|Content text for de locale
knowledge-term.seo.pros.title@en|AI Optimization Advantages|Content text for en locale
knowledge-term.seo.pros.1@de|Expertise wird direkt belohnt|Content text for de locale
knowledge-term.seo.pros.1@en|Expertise directly rewarded|Content text for en locale
knowledge-term.seo.pros.2@de|Qualität schlägt Quantität|Content text for de locale
knowledge-term.seo.pros.2@en|Quality beats quantity|Content text for en locale
knowledge-term.seo.pros.3@de|Langfristige Autorität aufbaubar|Content text for de locale
knowledge-term.seo.pros.3@en|Long-term authority buildable|Content text for en locale
knowledge-term.seo.pros.4@de|Weniger Manipulation möglich|Content text for de locale
knowledge-term.seo.pros.4@en|Less manipulation possible|Content text for en locale
knowledge-term.seo.pros.5@de|Direkte Integration in AI-Antworten|Content text for de locale
knowledge-term.seo.pros.5@en|Direct integration in AI answers|Content text for en locale
knowledge-term.seo@de|SEO|Index display name
knowledge-term.seo@en|SEO|Index display name
key|value|comment
knowledge-term.apache-license.title@de|Apache-Lizenz 2.0|Content text for de locale
knowledge-term.apache-license.title@en|Apache License 2.0|Content text for en locale
knowledge-term.apache-license.category.label@de|Kategorie|Content text for de locale
knowledge-term.apache-license.category.label@en|Category|Content text for en locale
knowledge-term.apache-license.category.value@de|Open-Source-Lizenz|Content text for de locale
knowledge-term.apache-license.category.value@en|Open Source License|Content text for en locale
knowledge-term.apache-license.stable.label@de|Version|Content text for de locale
knowledge-term.apache-license.stable.label@en|Version|Content text for en locale
