file_path|line_number|function_name|signature|description|inputs|return_type|status
src/reedcms/reedstream.rs|311|invalid_command|pub fn invalid_command(command: impl Into<String>, reason: impl Into<String>) -> ReedError|Creates an InvalidCommand error.|command: impl Into<String>; reason: impl Into<String>|ReedError|active
src/reedcms/reedstream.rs|319|parse_error|pub fn parse_error(input: impl Into<String>, reason: impl Into<String>) -> ReedError|Creates a ParseError.|input: impl Into<String>; reason: impl Into<String>|ReedError|active
src/reedcms/reedstream.rs|342|with_context|pub fn with_context(mut self, context: impl Into<String>) -> Self|Adds context to NotFound errors.|mut self; context: impl Into<String>|Self|active
src/reedcms/reedstream.rs|356|from|fn from(err: std::io::Error) -> Self|No description|err: std::io::Error|Self|active
src/reedcms/reedstream.rs|367|from|fn from(err: csv::Error) -> Self|No description|err: csv::Error|Self|active
src/reedcms/reedstream_test.rs|11|test_reed_request_creation|fn test_reed_request_creation()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|27|test_reed_request_minimal|fn test_reed_request_minimal()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|45|test_reed_response_new|fn test_reed_response_new()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|56|test_reed_response_with_metrics|fn test_reed_response_with_metrics()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|72|test_reed_response_with_different_types|fn test_reed_response_with_different_types()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|85|test_response_metrics_creation|fn test_response_metrics_creation()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|108|test_cache_info_hit|fn test_cache_info_hit()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|122|test_cache_info_miss|fn test_cache_info_miss()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|137|test_reed_error_not_found|fn test_reed_error_not_found()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|153|test_reed_error_validation|fn test_reed_error_validation()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|175|test_reed_error_csv|fn test_reed_error_csv()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|199|test_not_found_convenience|fn test_not_found_convenience()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|212|test_validation_error_convenience|fn test_validation_error_convenience()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|230|test_csv_error_convenience|fn test_csv_error_convenience()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|248|test_io_error_convenience|fn test_io_error_convenience()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|266|test_auth_error_convenience|fn test_auth_error_convenience()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|284|test_config_error_convenience|fn test_config_error_convenience()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|297|test_template_error_convenience|fn test_template_error_convenience()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|310|test_server_error_convenience|fn test_server_error_convenience()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|323|test_invalid_command_convenience|fn test_invalid_command_convenience()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|336|test_parse_error_convenience|fn test_parse_error_convenience()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|351|test_current_timestamp|fn test_current_timestamp()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|361|test_current_timestamp_performance|fn test_current_timestamp_performance()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|379|module_name|fn module_name() -> &'static str|No description|None|&'static str|cfg_test
src/reedcms/reedstream_test.rs|383|health_check|fn health_check() -> ReedResult<ReedResponse<String>>|No description|None|ReedResult<ReedResponse<String>>|cfg_test
src/reedcms/reedstream_test.rs|387|version|fn version() -> &'static str|No description|None|&'static str|cfg_test
src/reedcms/reedstream_test.rs|391|dependencies|fn dependencies() -> Vec<&'static str>|No description|None|Vec<&'static str>|cfg_test
src/reedcms/reedstream_test.rs|397|test_reed_module_implementation|fn test_reed_module_implementation()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|410|test_reed_request_creation_performance|fn test_reed_request_creation_performance()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|431|test_reed_response_creation_performance|fn test_reed_response_creation_performance()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|445|test_response_metrics_calculation_performance|fn test_response_metrics_calculation_performance()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|467|test_reed_error_display|fn test_reed_error_display()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|475|test_reed_error_clone|fn test_reed_error_clone()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|503|test_with_context_on_not_found|fn test_with_context_on_not_found()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|516|test_with_context_on_other_error_ignored|fn test_with_context_on_other_error_ignored()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|529|test_from_io_error|fn test_from_io_error()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|550|test_from_csv_error|fn test_from_csv_error()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|577|test_question_mark_operator_with_io_error|fn test_question_mark_operator_with_io_error()|No description|None|()|cfg_test
src/reedcms/reedstream_test.rs|580|read_file|fn read_file() -> ReedResult<String>|No description|None|ReedResult<String>|cfg_test
src/reedcms/response/builder.rs|69|build_response|pub async fn build_response(req: HttpRequest) -> Result<HttpResponse, Error>|Builds complete HTTP response for incoming request.|req: HttpRequest|Result<HttpResponse, Error>|active
src/reedcms/response/builder.rs|149|detect_variant|fn detect_variant(req: &HttpRequest) -> String|Detects variant from User-Agent header.|req: &HttpRequest|String|active
src/reedcms/response/builder.rs|204|render_template|fn render_template( template_name: &str, context: &std::collections::HashMap<String, serde_json::Value>, ) -> Result<String, crate::reedcms::reedstream::ReedError>|Renders template with context using MiniJinja engine.|template_name: &str; context: &std::collections::HashMap<String, serde_json::Value>|Result<String, crate::reedcms::reedstream::ReedError>|active
src/reedcms/response/builder.rs|251|get_template_engine|fn get_template_engine() -> &'static Environment<'static>|Gets template engine singleton.|None|&'static Environment<'static>|active
src/reedcms/response/builder.test.rs|15|test_build_response_returns_response|fn test_build_response_returns_response()|No description|None|()|active
src/reedcms/response/builder.test.rs|32|test_build_response_with_user_agent|fn test_build_response_with_user_agent()|No description|None|()|active
src/reedcms/response/cache.rs|60|cache_control_header|pub fn cache_control_header(layout: &str) -> (&'static str, String)|Generates Cache-Control header tuple for HTTP response.|layout: &str|(&'static str, String)|active
src/reedcms/response/cache.rs|99|get_cache_ttl|fn get_cache_ttl(layout: &str) -> u64|Gets cache TTL (Time To Live) for layout from meta.csv.|layout: &str|u64|active
src/reedcms/response/cache.rs|142|is_public_layout|fn is_public_layout(layout: &str) -> bool|Checks if layout is publicly cacheable.|layout: &str|bool|active
src/reedcms/response/cache.test.rs|11|test_cache_control_header_format|fn test_cache_control_header_format()|No description|None|()|active
src/reedcms/response/cache.test.rs|25|test_cache_control_default_ttl|fn test_cache_control_default_ttl()|No description|None|()|active
src/reedcms/response/cache.test.rs|33|test_cache_control_no_cache_format|fn test_cache_control_no_cache_format()|No description|None|()|active
src/reedcms/response/content_type.rs|49|mime_type|pub fn mime_type(&self) -> &'static str|Returns MIME type string for HTTP Content-Type header.|None|&'static str|active
src/reedcms/response/content_type.rs|88|negotiate_content_type|pub fn negotiate_content_type(req: &HttpRequest) -> ContentType|Determines response content type based on request Accept header.|req: &HttpRequest|ContentType|active
src/reedcms/response/content_type.test.rs|12|test_content_type_mime_types|fn test_content_type_mime_types()|No description|None|()|active
src/reedcms/response/content_type.test.rs|22|test_negotiate_html_default|fn test_negotiate_html_default()|No description|None|()|active
src/reedcms/response/content_type.test.rs|28|test_negotiate_json|fn test_negotiate_json()|No description|None|()|active
src/reedcms/response/content_type.test.rs|36|test_negotiate_plain|fn test_negotiate_plain()|No description|None|()|active
src/reedcms/response/content_type.test.rs|44|test_negotiate_html_explicit|fn test_negotiate_html_explicit()|No description|None|()|active
src/reedcms/response/content_type.test.rs|52|test_negotiate_priority_json|fn test_negotiate_priority_json()|No description|None|()|active
src/reedcms/response/errors.rs|49|build_404_response|pub fn build_404_response() -> HttpResponse|Builds 404 Not Found HTTP response.|None|HttpResponse|active
src/reedcms/response/errors.rs|95|build_500_response|pub fn build_500_response(error: ReedError) -> HttpResponse|Builds 500 Internal Server Error HTTP response.|error: ReedError|HttpResponse|active
src/reedcms/response/errors.rs|140|render_error_template|fn render_error_template( template_name: &str, code: u16, message: &str, ) -> Result<String, ReedError>|Renders error template with minimal context.|template_name: &str; code: u16; message: &str|Result<String, ReedError>|active
src/reedcms/response/errors.rs|185|is_dev_environment|fn is_dev_environment() -> bool|Checks if running in DEV environment.|None|bool|active
src/reedcms/response/errors.rs|214|get_template_engine|fn get_template_engine() -> &'static Environment<'static>|Gets template engine singleton.|None|&'static Environment<'static>|active
src/reedcms/response/errors.test.rs|13|test_404_response_status|fn test_404_response_status()|No description|None|()|active
src/reedcms/response/errors.test.rs|19|test_404_response_content_type|fn test_404_response_content_type()|No description|None|()|active
src/reedcms/response/errors.test.rs|32|test_500_response_status|fn test_500_response_status()|No description|None|()|active
src/reedcms/response/errors.test.rs|41|test_500_response_content_type|fn test_500_response_content_type()|No description|None|()|active
src/reedcms/routing/language.rs|43|detect_language|pub fn detect_language(req: &HttpRequest) -> String|Detects language from HTTP request.|req: &HttpRequest|String|active
src/reedcms/routing/language.rs|75|extract_language_from_path|pub fn extract_language_from_path(path: &str) -> Option<String>|Extracts language from URL path.|path: &str|Option<String>|active
src/reedcms/routing/language.rs|108|parse_accept_language_header|pub fn parse_accept_language_header(req: &HttpRequest) -> Option<String>|Parses Accept-Language HTTP header.|req: &HttpRequest|Option<String>|active
src/reedcms/routing/language.rs|142|is_valid_language_code|pub fn is_valid_language_code(code: &str) -> bool|Checks if language code is valid.|code: &str|bool|active
src/reedcms/routing/language.rs|159|get_supported_languages|pub fn get_supported_languages() -> ReedResult<Vec<String>>|Gets supported languages from project config.|None|ReedResult<Vec<String>>|active
src/reedcms/routing/language.rs|195|get_default_language|pub fn get_default_language() -> Option<String>|Gets default language from project config.|None|Option<String>|active
src/reedcms/routing/patterns.rs|55|match_pattern|pub fn match_pattern(pattern: &str, path: &str) -> Option<HashMap<String, String>>|Matches URL against pattern and extracts parameters.|pattern: &str; path: &str|Option<HashMap<String, String>>|active
src/reedcms/routing/patterns.rs|107|is_valid_pattern|pub fn is_valid_pattern(pattern: &str) -> bool|Checks if pattern is valid.|pattern: &str|bool|active
src/reedcms/routing/patterns.rs|134|test_match_simple_parameter|fn test_match_simple_parameter()|No description|None|()|active
src/reedcms/routing/patterns.rs|142|test_match_multiple_parameters|fn test_match_multiple_parameters()|No description|None|()|active
src/reedcms/routing/patterns.rs|151|test_match_wildcard|fn test_match_wildcard()|No description|None|()|active
src/reedcms/routing/patterns.rs|159|test_no_match_different_literal|fn test_no_match_different_literal()|No description|None|()|active
src/reedcms/routing/patterns.rs|165|test_no_match_different_segment_count|fn test_no_match_different_segment_count()|No description|None|()|active
src/reedcms/routing/patterns.rs|171|test_valid_pattern|fn test_valid_pattern()|No description|None|()|active
src/reedcms/routing/patterns.rs|178|test_invalid_pattern|fn test_invalid_pattern()|No description|None|()|active
src/reedcms/routing/resolver.rs|61|resolve_url|pub fn resolve_url(url: &str) -> ReedResult<RouteInfo>|Resolves URL to layout and language.|url: &str|ReedResult<RouteInfo>|active
src/reedcms/routing/resolver.rs|94|resolve_landing_page|fn resolve_landing_page() -> ReedResult<RouteInfo>|Resolves landing page (root URL).|None|ReedResult<RouteInfo>|active
src/reedcms/routing/resolver.rs|122|lookup_exact_route|fn lookup_exact_route(path: &str) -> ReedResult<Option<RouteInfo>>|Looks up exact route match via reverse lookup.|path: &str|ReedResult<Option<RouteInfo>>|active
src/reedcms/routing/resolver.rs|170|lookup_pattern_route|fn lookup_pattern_route(_path: &str) -> ReedResult<Option<RouteInfo>>|Looks up pattern-based route match.|_path: &str|ReedResult<Option<RouteInfo>>|active
src/reedcms/routing/resolver.rs|190|parse_route_key|fn parse_route_key(key: &str) -> Option<(String, String)>|Parses route key into layout and language.|key: &str|Option<(String, String)>|active
src/reedcms/routing/resolver.rs|211|get_default_language|fn get_default_language() -> Option<String>|Gets default language from project config.|None|Option<String>|active
src/reedcms/security/inheritance.rs|37|resolve_inheritance|pub fn resolve_inheritance(role: &str) -> ReedResult<Vec<String>>|Resolves role inheritance chain.|role: &str|ReedResult<Vec<String>>|active
src/reedcms/security/inheritance.rs|77|get_parent_role|fn get_parent_role(role: &str) -> ReedResult<Option<String>>|Gets parent role name for a role.|role: &str|ReedResult<Option<String>>|active
src/reedcms/security/inheritance.rs|117|has_circular_inheritance|pub fn has_circular_inheritance(role: &str) -> ReedResult<bool>|Checks for circular inheritance in role chain.|role: &str|ReedResult<bool>|active
src/reedcms/security/inheritance.rs|149|merge_inherited_permissions|pub fn merge_inherited_permissions(roles: &[String]) -> ReedResult<Vec<Permission>>|Merges permissions from inheritance chain.|roles: &[String]|ReedResult<Vec<Permission>>|active
src/reedcms/security/inheritance.rs|172|get_role_permissions|fn get_role_permissions(role: &str) -> ReedResult<Vec<Permission>>|Gets direct permissions for a role (without inheritance).|role: &str|ReedResult<Vec<Permission>>|active
src/reedcms/security/inheritance.rs|215|resolve_role_permissions|pub fn resolve_role_permissions(role: &str) -> ReedResult<Vec<Permission>>|Resolves all permissions for a role (including inherited).|role: &str|ReedResult<Vec<Permission>>|active
src/reedcms/security/inheritance_test.rs|17|setup_test_env|fn setup_test_env()|No description|None|()|cfg_test
src/reedcms/security/inheritance_test.rs|23|cleanup_test_roles|fn cleanup_test_roles()|No description|None|()|cfg_test
src/reedcms/security/inheritance_test.rs|27|create_test_role|fn create_test_role( rolename: &str, permissions: &str, inherits: &str, ) -> Result<(), Box<dyn std::error::Error>>|No description|rolename: &str; permissions: &str; inherits: &str|Result<(), Box<dyn std::error::Error>>|cfg_test
src/reedcms/security/inheritance_test.rs|91|test_resolve_inheritance_single|fn test_resolve_inheritance_single()|No description|None|()|cfg_test
src/reedcms/security/inheritance_test.rs|104|test_resolve_inheritance_chain|fn test_resolve_inheritance_chain()|No description|None|()|cfg_test
src/reedcms/security/inheritance_test.rs|121|test_resolve_inheritance_not_found|fn test_resolve_inheritance_not_found()|No description|None|()|cfg_test
src/reedcms/security/inheritance_test.rs|131|test_has_circular_inheritance_none|fn test_has_circular_inheritance_none()|No description|None|()|cfg_test
src/reedcms/security/inheritance_test.rs|144|test_has_circular_inheritance_direct|fn test_has_circular_inheritance_direct()|No description|None|()|cfg_test
src/reedcms/security/inheritance_test.rs|156|test_has_circular_inheritance_indirect|fn test_has_circular_inheritance_indirect()|No description|None|()|cfg_test
src/reedcms/security/inheritance_test.rs|170|test_merge_inherited_permissions_simple|fn test_merge_inherited_permissions_simple()|No description|None|()|cfg_test
src/reedcms/security/inheritance_test.rs|191|test_merge_inherited_permissions_wildcard|fn test_merge_inherited_permissions_wildcard()|No description|None|()|cfg_test
src/reedcms/security/inheritance_test.rs|210|test_resolve_role_permissions_with_inheritance|fn test_resolve_role_permissions_with_inheritance()|No description|None|()|cfg_test
src/reedcms/security/inheritance_test.rs|231|test_resolve_role_permissions_no_inheritance|fn test_resolve_role_permissions_no_inheritance()|No description|None|()|cfg_test
src/reedcms/security/inheritance_test.rs|244|test_inheritance_chain_ordering|fn test_inheritance_chain_ordering()|No description|None|()|cfg_test
src/reedcms/security/passwords.rs|45|hash_password|pub fn hash_password(password: &str) -> ReedResult<String>|Hashes password using Argon2id with secure parameters.|password: &str|ReedResult<String>|active
src/reedcms/security/passwords.rs|91|verify_password|pub fn verify_password(password: &str, hash: &str) -> ReedResult<bool>|Verifies password against Argon2id hash.|password: &str; hash: &str|ReedResult<bool>|active
src/reedcms/security/passwords.rs|137|change_password|pub fn change_password( _username: &str, _old_password: &str, new_password: &str, ) -> ReedResult<ReedResponse<()>>|Changes user password after verification.|_username: &str; _old_password: &str; new_password: &str|ReedResult<ReedResponse<()>>|active
src/reedcms/security/passwords.rs|188|validate_password_strength|pub fn validate_password_strength(password: &str) -> ReedResult<()>|Validates password strength requirements.|password: &str|ReedResult<()>|active
src/reedcms/security/passwords_test.rs|13|test_hash_password_success|fn test_hash_password_success()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|23|test_hash_password_empty|fn test_hash_password_empty()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|34|test_hash_password_deterministic|fn test_hash_password_deterministic()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|43|test_verify_password_correct|fn test_verify_password_correct()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|52|test_verify_password_incorrect|fn test_verify_password_incorrect()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|60|test_verify_password_invalid_hash|fn test_verify_password_invalid_hash()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|66|test_validate_password_strength_valid|fn test_validate_password_strength_valid()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|76|test_validate_password_strength_too_short|fn test_validate_password_strength_too_short()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|84|test_validate_password_strength_no_uppercase|fn test_validate_password_strength_no_uppercase()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|92|test_validate_password_strength_no_lowercase|fn test_validate_password_strength_no_lowercase()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|100|test_validate_password_strength_no_digit|fn test_validate_password_strength_no_digit()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|108|test_validate_password_strength_no_special|fn test_validate_password_strength_no_special()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|116|test_password_hashing_performance|fn test_password_hashing_performance()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|133|test_verify_password_performance|fn test_verify_password_performance()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|151|test_argon2_hash_format|fn test_argon2_hash_format()|No description|None|()|cfg_test
src/reedcms/security/passwords_test.rs|165|test_special_characters_all_valid|fn test_special_characters_all_valid()|No description|None|()|cfg_test
src/reedcms/security/permissions.rs|22|new|pub fn new(resource: impl Into<String>) -> Self|Creates a new permission with all flags set to false.|resource: impl Into<String>|Self|active
src/reedcms/security/permissions.rs|32|allows|pub fn allows(&self, action: &str) -> bool|Checks if permission allows specific action.|action: &str|bool|active
src/reedcms/security/permissions.rs|47|matches_resource|pub fn matches_resource(&self, resource: &str) -> bool|Checks if this permission matches a resource (with wildcard and hierarchy support).|resource: &str|bool|active
src/reedcms/security/permissions.rs|90|parse_permission|pub fn parse_permission(perm: &str) -> ReedResult<Permission>|Parses permission string into Permission structure.|perm: &str|ReedResult<Permission>|active
src/reedcms/security/permissions.rs|192|validate_permission_syntax|pub fn validate_permission_syntax(perm: &str) -> ReedResult<()>|Validates permission syntax without parsing.|perm: &str|ReedResult<()>|active
src/reedcms/security/permissions.rs|210|parse_permissions|pub fn parse_permissions(perms: &str) -> ReedResult<Vec<Permission>>|Parses comma-separated permission list.|perms: &str|ReedResult<Vec<Permission>>|active
src/reedcms/security/permissions.rs|236|format_permission|pub fn format_permission(perm: &Permission) -> String|Formats permission back to string representation.|perm: &Permission|String|active
src/reedcms/security/permissions.rs|245|format_permissions|pub fn format_permissions(perms: &[Permission]) -> String|Formats multiple permissions to comma-separated string.|perms: &[Permission]|String|active
src/reedcms/security/permissions_test.rs|14|test_parse_permission_full|fn test_parse_permission_full()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|23|test_parse_permission_read_write|fn test_parse_permission_read_write()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|32|test_parse_permission_read_only|fn test_parse_permission_read_only()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|41|test_parse_permission_wildcard|fn test_parse_permission_wildcard()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|48|test_parse_permission_hierarchical|fn test_parse_permission_hierarchical()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|55|test_parse_permission_missing_bracket|fn test_parse_permission_missing_bracket()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|63|test_parse_permission_missing_closing_bracket|fn test_parse_permission_missing_closing_bracket()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|71|test_parse_permission_empty_resource|fn test_parse_permission_empty_resource()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|79|test_parse_permission_wrong_length|fn test_parse_permission_wrong_length()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|87|test_parse_permission_invalid_char|fn test_parse_permission_invalid_char()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|95|test_parse_permissions_multiple|fn test_parse_permissions_multiple()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|104|test_parse_permissions_with_spaces|fn test_parse_permissions_with_spaces()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|110|test_parse_permissions_empty|fn test_parse_permissions_empty()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|116|test_validate_permission_syntax_valid|fn test_validate_permission_syntax_valid()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|123|test_validate_permission_syntax_invalid|fn test_validate_permission_syntax_invalid()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|129|test_permission_allows|fn test_permission_allows()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|147|test_permission_matches_resource_exact|fn test_permission_matches_resource_exact()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|160|test_permission_matches_resource_wildcard|fn test_permission_matches_resource_wildcard()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|174|test_permission_matches_resource_hierarchical|fn test_permission_matches_resource_hierarchical()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|189|test_format_permission|fn test_format_permission()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|201|test_format_permission_all_denied|fn test_format_permission_all_denied()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|213|test_format_permissions_multiple|fn test_format_permissions_multiple()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|233|test_permission_new|fn test_permission_new()|No description|None|()|cfg_test
src/reedcms/security/permissions_test.rs|242|test_permission_roundtrip|fn test_permission_roundtrip()|No description|None|()|cfg_test
src/reedcms/security/roles.rs|72|create_role|pub fn create_role(req: &ReedRequest) -> ReedResult<ReedResponse<RoleInfo>>|Creates new role with permission validation.|req: &ReedRequest|ReedResult<ReedResponse<RoleInfo>>|active
src/reedcms/security/roles.rs|228|get_role|pub fn get_role(rolename: &str) -> ReedResult<ReedResponse<RoleInfo>>|Retrieves role with resolved permissions (including inherited).|rolename: &str|ReedResult<ReedResponse<RoleInfo>>|active
src/reedcms/security/roles.rs|269|list_roles|pub fn list_roles() -> ReedResult<ReedResponse<Vec<RoleInfo>>>|Lists all roles.|None|ReedResult<ReedResponse<Vec<RoleInfo>>>|active
src/reedcms/security/roles.rs|325|update_role|pub fn update_role(rolename: &str, updates: RoleUpdate) -> ReedResult<ReedResponse<RoleInfo>>|Updates role permissions or inheritance.|rolename: &str; updates: RoleUpdate|ReedResult<ReedResponse<RoleInfo>>|active
src/reedcms/security/roles.rs|466|delete_role|pub fn delete_role(rolename: &str, confirm: bool) -> ReedResult<ReedResponse<()>>|Deletes role with dependency check.|rolename: &str; confirm: bool|ReedResult<ReedResponse<()>>|active
src/reedcms/security/roles.rs|520|role_exists|fn role_exists(rolename: &str) -> ReedResult<bool>|Helper: Check if role exists.|rolename: &str|ReedResult<bool>|active
src/reedcms/security/roles.rs|541|has_dependent_roles|fn has_dependent_roles(rolename: &str) -> ReedResult<bool>|Helper: Check if any roles inherit from this role.|rolename: &str|ReedResult<bool>|active
src/reedcms/security/roles.rs|562|matrix_record_to_role_info|fn matrix_record_to_role_info( record: &MatrixRecord, resolved_perms: Vec<Permission>, ) -> ReedResult<RoleInfo>|Helper: Convert MatrixRecord to RoleInfo.|record: &MatrixRecord; resolved_perms: Vec<Permission>|ReedResult<RoleInfo>|active
src/reedcms/security/roles_test.rs|15|setup_test_env|fn setup_test_env()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|21|cleanup_test_roles|fn cleanup_test_roles()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|31|test_create_role_success|fn test_create_role_success()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|52|test_create_role_with_inheritance|fn test_create_role_with_inheritance()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|83|test_create_role_duplicate|fn test_create_role_duplicate()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|106|test_create_role_invalid_permissions|fn test_create_role_invalid_permissions()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|125|test_create_role_parent_not_found|fn test_create_role_parent_not_found()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|144|test_create_role_circular_inheritance|fn test_create_role_circular_inheritance()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|176|test_get_role_success|fn test_get_role_success()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|197|test_get_role_not_found|fn test_get_role_not_found()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|207|test_get_role_with_resolved_permissions|fn test_get_role_with_resolved_permissions()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|251|test_list_roles_empty|fn test_list_roles_empty()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|261|test_list_roles_multiple|fn test_list_roles_multiple()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|283|test_update_role_permissions|fn test_update_role_permissions()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|319|test_update_role_inheritance|fn test_update_role_inheritance()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|358|test_update_role_not_found|fn test_update_role_not_found()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|375|test_delete_role_success|fn test_delete_role_success()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|397|test_delete_role_requires_confirmation|fn test_delete_role_requires_confirmation()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|419|test_delete_role_with_dependents|fn test_delete_role_with_dependents()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|454|test_delete_role_not_found|fn test_delete_role_not_found()|No description|None|()|cfg_test
src/reedcms/security/roles_test.rs|464|test_role_lifecycle_complete|fn test_role_lifecycle_complete()|No description|None|()|cfg_test
src/reedcms/security/users.rs|114|create_user|pub fn create_user(req: &ReedRequest) -> ReedResult<ReedResponse<UserInfo>>|Creates new user with validation and password hashing.|req: &ReedRequest|ReedResult<ReedResponse<UserInfo>>|active
src/reedcms/security/users.rs|374|get_user|pub fn get_user(username: &str) -> ReedResult<ReedResponse<UserInfo>>|Retrieves user by username.|username: &str|ReedResult<ReedResponse<UserInfo>>|active
src/reedcms/security/users.rs|420|list_users|pub fn list_users(filter: Option<UserFilter>) -> ReedResult<ReedResponse<Vec<UserInfo>>>|Lists all users with optional filtering.|filter: Option<UserFilter>|ReedResult<ReedResponse<Vec<UserInfo>>>|active
src/reedcms/security/users.rs|491|update_user|pub fn update_user(username: &str, updates: UserUpdate) -> ReedResult<ReedResponse<UserInfo>>|Updates user profile data (not password - use change_password instead).|username: &str; updates: UserUpdate|ReedResult<ReedResponse<UserInfo>>|active
src/reedcms/security/users.rs|607|delete_user|pub fn delete_user(username: &str, confirm: bool) -> ReedResult<ReedResponse<()>>|Deletes user (requires confirmation).|username: &str; confirm: bool|ReedResult<ReedResponse<()>>|active
